CustomerId,Transaction,Value
15090612,trans_5,-5328.05
15746417,trans_3,2887.31
14973667,trans_2,-757.14
15100970,trans_3,2783.31
15466997,trans_2,-478.39
15861363,trans_4,352.73
14918802,trans_2,-629.35
15150094,trans_2,-415.77
15829794,trans_1,1767.8
15303341,trans_3,2614.49
14672140,trans_4,-885.48
15900814,trans_2,-846.05
15536336,trans_2,-317.22
14728009,trans_4,-899.72
15425994,trans_2,-523.27
14945841,trans_2,82.59
14778829,trans_3,2093.39
15495320,trans_3,2456.83
15748196,trans_4,-304.6
14958643,trans_1,2559.41
14598590,trans_5,33022.06
15442696,trans_1,3986.7
14703578,trans_3,2702.76
14855877,trans_2,-199.3
15674163,trans_1,2513.06
15092516,trans_2,33.83
15272893,trans_2,92.93
14926010,trans_1,2539.13
15423120,trans_3,1732.37
14840131,trans_1,2879.08
14968624,trans_5,137209.81
15022970,trans_1,4764.93
15397426,trans_2,12.96
15463189,trans_5,35037
15961480,trans_2,-212.92
15312038,trans_2,-120.3
14572072,trans_1,2871.47
15938561,trans_5,63716.15
15174330,trans_1,1981.53
14868210,trans_2,-692.23
15766739,trans_1,1904.23
15401693,trans_5,47577.03
14768649,trans_2,-737.38
14958950,trans_1,4145.79
15231930,trans_1,4596.3
14714928,trans_5,105676.71
15487229,trans_2,-331.03
15478400,trans_1,1487.17
14595826,trans_2,-336.14
15750373,trans_2,-29.8
14520616,trans_5,72685.16
15029722,trans_3,2589.71
15242485,trans_5,-4452.9
15330831,trans_4,24.85
14947384,trans_3,1247.57
14991551,trans_1,2747.95
14616435,trans_3,2401.31
15993207,trans_4,-517.56
15789315,trans_1,3747.45
14521929,trans_1,2845.69
15170983,trans_2,-472.68
15141594,trans_3,1968.45
15949143,trans_4,-886.15
14761362,trans_4,3.82
15524682,trans_2,-42.63
14662611,trans_3,1964.32
15011238,trans_4,-316.28
14669915,trans_2,53.17
15457913,trans_5,38804.06
14721317,trans_4,-480.41
14654690,trans_1,3968.34
15697344,trans_3,2728.34
14558754,trans_4,-127.2
15163173,trans_1,1491.48
15130774,trans_2,-241.36
15301330,trans_3,1958.99
15378855,trans_1,4122.61
15093676,trans_1,4212.79
14588829,trans_1,3211.73
14588012,trans_1,2601.88
14761750,trans_5,86169.65
15691053,trans_4,-768.74
15761674,trans_3,2546.41
14733396,trans_5,75196.19
15400811,trans_5,11079.73
15285122,trans_2,-683.37
15507665,trans_3,2940.73
15262498,trans_2,-567.78
15507285,trans_5,5837.24
14681952,trans_2,-685.08
15551763,trans_1,3555.27
15367875,trans_2,-27.67
14811913,trans_1,3912.86
15865204,trans_4,326.7
15610475,trans_2,-240.78
15859758,trans_3,2922.92
15137256,trans_3,2812.56
15266285,trans_5,3804.36
15142302,trans_3,1946.18
15094087,trans_2,-186.98
15956584,trans_5,122570.13
14748849,trans_5,51045.34
15679803,trans_3,2132.48
15454842,trans_1,4091.06
15289990,trans_2,-879.91
15223806,trans_3,2677.32
14762526,trans_3,1537.62
14895788,trans_1,3455.75
15172339,trans_3,2353.2
15235134,trans_4,-537.77
14738448,trans_3,1990.81
15376205,trans_5,16590.93
15586867,trans_5,10692.48
15684912,trans_3,2171.44
15005797,trans_4,142.98
15192286,trans_2,-841.13
14972106,trans_4,-818.88
14651968,trans_3,2561.7
14600060,trans_2,-193.79
15059675,trans_1,4695.45
15400088,trans_3,2168.86
15336929,trans_1,4589.41
14958630,trans_1,4048.21
15410499,trans_3,1190.06
14933117,trans_4,-625.28
15046595,trans_1,2856.05
14588301,trans_4,-493.6
15276559,trans_5,136330.69
15794975,trans_2,-70.71
14824222,trans_5,80042.3
14598989,trans_1,3963.28
15921642,trans_5,112108.35
14821630,trans_2,-176.04
15259401,trans_1,1145.7
14592493,trans_2,-714.34
14624885,trans_5,138295.86
15769854,trans_2,-84.16
15758713,trans_4,-137.83
15383987,trans_1,3623.69
15134112,trans_5,30521.66
15043157,trans_3,1471.81
14739362,trans_3,2751.08
14787998,trans_5,100789.09
15887039,trans_2,-275.86
14706170,trans_5,19233.57
14689838,trans_4,-582.24
15830360,trans_3,1516.34
15979202,trans_4,191.99
15950201,trans_2,-261.29
15603137,trans_4,326.32
14904357,trans_3,1269.26
15890820,trans_3,1725.78
15266970,trans_4,325.96
15283365,trans_3,1556.62
15755803,trans_3,1104.78
14599425,trans_5,34400.66
14679422,trans_4,-390.52
15496487,trans_4,-778.44
15876324,trans_3,1381.41
15122600,trans_5,40965.56
14830412,trans_5,80503.28
15060860,trans_5,101507.6
15602925,trans_2,-61.27
15604938,trans_5,76844.48
15375231,trans_4,-576.96
14625730,trans_5,119098.98
15761252,trans_1,2727.13
15587213,trans_5,105087.04
15536235,trans_2,-845.13
15283059,trans_2,-804.68
14938504,trans_5,175098.41
15548396,trans_3,2645.09
15110184,trans_2,-712.08
15380759,trans_4,-909.76
15900014,trans_5,176217.12
15260628,trans_5,112313.32
15471947,trans_1,3282.95
15682784,trans_4,450.77
15575645,trans_4,148.92
15760006,trans_2,-313.37
15991327,trans_5,124047.88
15813046,trans_2,89.21
14708239,trans_5,-1609.35
15591096,trans_5,-5844.62
14614477,trans_4,380.51
15318015,trans_1,1200.82
14755273,trans_2,-191.68
14675575,trans_2,-681.18
15281625,trans_3,1613.61
15499026,trans_1,4052.13
14532216,trans_5,141392.48
15671073,trans_3,2185.36
15240281,trans_3,1773.99
14788765,trans_1,1063.53
15722960,trans_1,4462.11
14609203,trans_4,-789.7
15045088,trans_2,-221.41
14631054,trans_5,55014.9
15832173,trans_3,2438.39
15377900,trans_5,144083.92
14795928,trans_4,-429.45
15728286,trans_1,3259.21
14833599,trans_3,1801.34
14962840,trans_4,-857.48
15650543,trans_3,2961.88
14531689,trans_2,-67.06
14537538,trans_1,3085.92
15438659,trans_4,-700.61
15290716,trans_4,-601.42
15754860,trans_4,-194.03
15503837,trans_3,2792.06
15623798,trans_1,1629.81
15397077,trans_2,-715.58
14567786,trans_3,1584.72
15258578,trans_2,56.01
15136909,trans_4,-727.7
15925664,trans_2,-1.67
15470934,trans_2,-815.42
14909758,trans_3,2042.53
15939245,trans_5,182775.18
15692572,trans_4,498.22
15868870,trans_2,81.28
15701974,trans_5,-4718.71
15524216,trans_1,2698.38
14515007,trans_2,-633.16
15800956,trans_4,-336.39
14912689,trans_2,-857.61
14666507,trans_2,-780.06
15541161,trans_1,1509.19
15191104,trans_5,103350.54
15871164,trans_4,-10.87
15385768,trans_5,52462.62
15599696,trans_4,66.64
14988161,trans_1,4370.37
15301828,trans_5,129493.79
15230211,trans_1,1921.73
15928408,trans_3,2818.67
15367232,trans_5,38137.53
15679160,trans_1,2141.43
15229595,trans_3,2871.63
15066860,trans_2,-858.83
14757117,trans_3,2760.58
14518918,trans_1,3179.13
15762509,trans_3,2082.58
15873574,trans_5,157716.12
15786994,trans_2,-122.61
15704763,trans_1,4077.21
15560896,trans_5,39094.96
15150223,trans_2,-596.9
15596933,trans_5,-3148.92
15245632,trans_4,-539.05
15509461,trans_4,442.01
14885807,trans_1,4393.43
15561828,trans_1,4268.35
15034757,trans_5,88994.05
15515306,trans_4,-935.54
15340021,trans_2,73.77
15158174,trans_3,2782.51
15485739,trans_4,-39.76
15249065,trans_4,-182.02
15385569,trans_5,11283.31
15700438,trans_5,51893.94
15094260,trans_5,51491.66
14517005,trans_4,-989.68
15131655,trans_2,-79.93
15356510,trans_2,13.23
15103264,trans_5,21315.68
14687352,trans_1,2256.79
15992752,trans_1,4432.38
14996880,trans_5,62980.19
15464139,trans_5,117281.44
15195859,trans_2,-207.77
14639862,trans_2,-735.1
15677048,trans_3,2952.03
15991177,trans_3,1262.9
15740285,trans_4,-596.03
15531276,trans_5,133751.93
15729859,trans_2,92.9
15928949,trans_4,-843.78
15016678,trans_3,2162.9
15545171,trans_2,-447.81
15204437,trans_3,2758.74
14569226,trans_4,416.41
14884574,trans_5,126786.68
15398758,trans_2,49.54
15636038,trans_5,67908.16
14777464,trans_4,-936.6
14549846,trans_1,4253.86
14751887,trans_1,2036.38
15522375,trans_1,3292.66
15978371,trans_1,2160.07
14818497,trans_5,137981.44
14529705,trans_4,-198.59
14691163,trans_2,-315.59
14763774,trans_4,-864.01
14958905,trans_4,-787.01
14764100,trans_4,-459.97
15082553,trans_4,-759.26
15604606,trans_1,1100.76
15109869,trans_2,-314.65
15749265,trans_4,-847.32
15076255,trans_3,2485.92
14781575,trans_2,-871.74
15151782,trans_3,2990.2
15945393,trans_3,1090.21
14599604,trans_4,-18.02
15526320,trans_4,227.99
15939129,trans_3,1459.13
15507329,trans_4,-131.57
15781242,trans_4,178.95
15589439,trans_3,2665.65
15194194,trans_3,1241.36
14714390,trans_4,481.81
15266511,trans_3,1408.5
14634538,trans_1,2424.09
15105945,trans_5,3694.92
15621465,trans_2,-154.96
15011624,trans_4,392.17
14719793,trans_5,71878.7
14770962,trans_2,-628.95
15457690,trans_3,1509.29
15353132,trans_1,4737.77
15561639,trans_2,-139.42
15009231,trans_1,1728.24
14514764,trans_3,2405.21
14738576,trans_4,348.24
15319273,trans_1,4261.49
14897660,trans_4,130.77
15304884,trans_5,95104.09
14908723,trans_4,-375.55
15268223,trans_1,2992.11
14592832,trans_3,1094.27
14859368,trans_3,1255.41
14727569,trans_4,-23.07
14704479,trans_4,-518.89
14545932,trans_3,1578.82
14720404,trans_1,2762.66
15688301,trans_4,-283.78
15119319,trans_5,73514.93
15416890,trans_5,140086.67
14555517,trans_2,-529.91
14748051,trans_5,28587.31
15516551,trans_3,2948.83
14506074,trans_5,5991.84
14542206,trans_5,89119.4
15704476,trans_2,-105.24
15810420,trans_2,-477.85
15817291,trans_4,209.2
15533674,trans_4,390.53
15726849,trans_5,16356.85
15963678,trans_3,1692.77
14635178,trans_1,2783.79
14522486,trans_4,-233.72
15740077,trans_1,4909.67
14745052,trans_4,-852.59
15885399,trans_1,1407.27
15126440,trans_4,397.59
15828308,trans_1,2951.08
15635013,trans_2,-143.87
14629902,trans_4,-684.14
15845524,trans_2,-76.78
15771532,trans_2,-729.11
14521448,trans_1,1324.57
15305082,trans_3,2201.94
15018846,trans_4,220.65
15479744,trans_2,-221.16
15838297,trans_5,105719.73
15755634,trans_4,138.53
14883651,trans_4,-89.49
15936653,trans_3,2984.98
14878735,trans_2,-618.68
14679971,trans_2,-897.98
15598769,trans_2,-666.77
15543393,trans_5,94199.63
15356375,trans_5,161039.06
15005582,trans_4,-967.94
14542926,trans_1,2943.6
15536339,trans_1,4385.13
14661535,trans_1,2726.38
15933103,trans_2,-857.84
14885960,trans_4,-494.98
15582728,trans_3,1367.79
15275718,trans_3,1242.31
15650305,trans_4,151.05
15669627,trans_2,67.07
15224925,trans_4,-545.53
14998423,trans_4,105.66
15605200,trans_3,2860.49
14970741,trans_1,2987.36
15928148,trans_1,1831.45
15972047,trans_5,125324.54
15739087,trans_2,-154.97
15424273,trans_1,4999.53
15993733,trans_3,2422.09
15171208,trans_1,1970.27
14926626,trans_3,2868.37
15926323,trans_5,79233.97
15143215,trans_2,-124.9
15200662,trans_4,-538.11
15579741,trans_4,411.6
14609986,trans_4,384.72
14973287,trans_1,4212.68
15081882,trans_3,1944.67
14876356,trans_1,2914.46
15125043,trans_5,113821.59
15768200,trans_4,102.39
14841558,trans_4,-749.2
15887119,trans_2,-307.86
14537934,trans_1,2622.33
15929177,trans_2,-593.12
14922582,trans_3,2840.4
14618361,trans_5,106165.29
15466560,trans_4,-191.95
14547706,trans_2,-609.93
15502945,trans_1,2789.55
14973546,trans_1,1702.95
15964166,trans_1,2408.4
15804106,trans_5,181609.95
14793291,trans_5,84515.05
14502509,trans_5,86229.8
14580296,trans_2,-24.64
15559663,trans_4,-426.24
14978746,trans_3,1777.67
14675355,trans_2,-163.75
15680570,trans_1,2728.54
15932634,trans_4,-255.95
14562617,trans_2,-728.98
15993883,trans_1,1847.81
14920997,trans_1,1358.62
14910587,trans_1,1693.29
14992585,trans_5,89312.43
15239834,trans_3,2452.7
14997282,trans_2,-818.02
14783830,trans_5,54454.94
15279931,trans_2,-15.34
15555117,trans_5,-3864.96
14781200,trans_4,172.94
15889345,trans_5,86822.33
15527710,trans_4,-840.61
14698359,trans_2,-334.45
14541688,trans_3,1424.62
15786299,trans_5,-3557.84
14569876,trans_5,44578.84
15046471,trans_2,-409.37
14747417,trans_4,-573.94
14824145,trans_3,1096.82
15957967,trans_5,196821.76
15291937,trans_3,1708.67
15519030,trans_1,4310.72
15050997,trans_4,-17.59
15935115,trans_2,-690.9
15804890,trans_2,31.64
15161425,trans_2,-800.12
15414107,trans_4,176.07
15059985,trans_5,92494.55
14788498,trans_5,-4846.37
15573424,trans_4,383.55
15921119,trans_1,1652.14
14750094,trans_4,72.2
14603106,trans_5,129985.79
14657682,trans_3,1958.61
14955922,trans_4,-949.58
14614635,trans_3,2510.97
14653078,trans_1,1738.11
15502525,trans_4,70.26
15491460,trans_1,1859.49
14596452,trans_3,2450.36
15173602,trans_4,-995.7
15211367,trans_5,37148.73
15394861,trans_2,-764.94
15461832,trans_4,484.56
15590376,trans_2,-126.92
14684597,trans_2,-697.24
15634749,trans_3,2194.87
15797926,trans_5,133309.59
15969930,trans_1,1457.29
15190740,trans_2,-70.23
15377959,trans_2,-113.94
15329685,trans_1,1772.73
15679487,trans_3,2080.6
15847198,trans_2,-428.17
14571552,trans_1,2791.92
15272503,trans_4,-778
15751370,trans_3,1874.75
15507666,trans_1,4680.95
15139294,trans_5,53391.55
14853736,trans_1,4749.56
15374891,trans_4,-382.21
15135403,trans_3,2768.84
15471498,trans_4,-454.95
14970144,trans_3,2222.35
15292679,trans_5,89331
15929589,trans_5,-6797.59
15428072,trans_2,-262.38
15534087,trans_2,-670.41
14502067,trans_5,85696.86
15243411,trans_1,4327.28
15091728,trans_3,2259.65
14677988,trans_4,125.92
15034985,trans_1,1742.5
14532240,trans_3,2449.8
14609729,trans_4,-173.28
15941914,trans_3,2209.14
14860703,trans_4,-79.86
15680974,trans_4,-669.23
15541390,trans_4,491.01
15189322,trans_2,36.69
14800069,trans_3,2490.14
14665197,trans_5,172885.43
15404519,trans_2,-884.11
15566543,trans_4,25.46
14555224,trans_4,-136.84
15849492,trans_3,1072.05
14648604,trans_2,-225.78
14831003,trans_4,-1.22
15383598,trans_2,-456.05
14975373,trans_2,-31.73
15784002,trans_1,4276.78
15948634,trans_1,3213.28
15752934,trans_4,76.56
14710221,trans_5,47342.7
15886272,trans_4,129.71
15022908,trans_3,2776.45
15614283,trans_5,-5315.88
15236689,trans_5,103507.72
14612317,trans_1,2549.92
15776075,trans_3,1108.34
14596955,trans_5,1901.1
15211839,trans_2,-772.37
15303970,trans_4,-711.46
14921682,trans_2,-621.49
14523792,trans_5,94494.65
15709781,trans_2,36
15141745,trans_5,64760.73
15968122,trans_3,2891.23
15336407,trans_4,264.66
14964457,trans_3,2218.86
15702764,trans_2,-383.32
14574836,trans_5,43845.17
15975004,trans_3,1467.66
15513561,trans_3,2890.72
15037304,trans_4,-509.37
15547552,trans_2,-428.51
14601041,trans_1,3961.62
15401494,trans_2,-5.07
15994367,trans_2,-822.75
14849820,trans_1,2110.69
14677273,trans_5,122792.99
15326078,trans_4,-689.92
15935303,trans_4,-386.52
15013238,trans_3,1477.42
14931455,trans_5,183792.34
14894978,trans_3,2467.24
15247377,trans_4,298.63
14649578,trans_4,-806.09
14917890,trans_3,1757.55
15567258,trans_5,64584.95
14780668,trans_1,2996.16
15110213,trans_3,2390.27
14600985,trans_4,-379.42
15132993,trans_2,-503.87
15870861,trans_1,4098.48
15363172,trans_2,-23.48
15161577,trans_2,-56.49
15021563,trans_1,3220.69
15365509,trans_4,394.61
14880576,trans_4,-291.22
15930514,trans_3,1931.63
15477897,trans_5,87576.29
14827787,trans_2,-349.43
14538048,trans_1,4089.61
15037264,trans_4,-214.99
15653594,trans_4,-21.52
14536845,trans_2,-720.81
15129628,trans_3,2737.2
15578678,trans_5,29455.9
15971565,trans_5,64313.43
15184284,trans_5,82163.71
15277733,trans_3,1240.13
15172087,trans_1,4321.48
15958673,trans_1,3225.82
14718956,trans_1,3099.16
15522109,trans_5,-4141.13
15855613,trans_4,-737.25
14609472,trans_5,129357.17
15053253,trans_3,2599.52
15153551,trans_2,-327.69
15745468,trans_4,-409.63
15362250,trans_3,2208.55
15461676,trans_5,-3393.29
15932723,trans_4,-473.77
14771131,trans_4,-518.84
14740510,trans_2,-212.22
14513640,trans_1,3841.88
15320126,trans_1,4260.54
15172582,trans_3,1599.89
15920790,trans_5,111592.28
14935853,trans_5,82208.49
14664704,trans_1,2770.71
14915620,trans_3,1934.8
15017527,trans_2,-447.11
15455387,trans_5,96018.08
15996378,trans_1,1084.54
14655958,trans_1,3666.39
14913747,trans_1,2024.01
14847313,trans_5,-2507.79
14715977,trans_1,3648.12
15159979,trans_3,1408.21
15247838,trans_1,3900.41
15872239,trans_4,-91.71
14647910,trans_4,-504.72
15474717,trans_1,3872.95
14935046,trans_1,3701.28
14552245,trans_4,-820.88
15317173,trans_1,1879.45
15056727,trans_3,1979.84
15312310,trans_2,-165.71
14579372,trans_3,2190.65
14697653,trans_4,-160.27
14761886,trans_3,2834.16
15673299,trans_1,2205.53
14587946,trans_2,-789.23
15234358,trans_5,173292.39
15660279,trans_5,137214.71
15156834,trans_2,-485.95
14656932,trans_5,69305.99
15434727,trans_4,-963.86
15767968,trans_4,-33.4
14753453,trans_4,-356.41
15878997,trans_4,-965.7
14629838,trans_1,1040.67
15807783,trans_5,142160.66
14515476,trans_3,2859.87
15333453,trans_2,-195.53
15916414,trans_2,-185.76
15337078,trans_2,-457.22
14594880,trans_1,3962.54
15208992,trans_4,163.9
14561671,trans_4,-486.4
15251543,trans_5,47459.29
15462553,trans_1,1145.1
15840307,trans_1,4407.26
15508007,trans_1,4372.53
15164668,trans_1,2062.79
15352531,trans_5,73082.91
14681880,trans_3,1865.23
14958780,trans_5,-3388.37
15455605,trans_4,-611.02
15983855,trans_3,1233.6
15156269,trans_1,4606.62
15226430,trans_1,1759.36
15282376,trans_4,292.98
15445449,trans_4,-595.84
15509268,trans_2,92.43
15228930,trans_4,85.92
14517087,trans_4,148.87
14768784,trans_5,83163.08
14961530,trans_2,-459.75
14572731,trans_2,-256.23
14840494,trans_5,100483.43
15923530,trans_3,1060.8
15163609,trans_5,78781.42
15071160,trans_5,89825.32
15097892,trans_4,154.08
15872300,trans_5,102371.08
15341577,trans_1,4984.61
15256926,trans_4,-740.02
14892382,trans_5,124112.1
15548831,trans_5,12683.93
15341855,trans_4,-629.22
14664756,trans_2,79.62
15239595,trans_4,-520.25
14942326,trans_5,126889.33
15733599,trans_1,2566.68
15073025,trans_1,1744.59
14878254,trans_3,2828.12
15885046,trans_3,2725.3
14740078,trans_5,125294.04
14733854,trans_4,-523.44
15128903,trans_1,4080.94
15796477,trans_1,1845.42
15145959,trans_4,-744.82
15619522,trans_2,-626.35
14871255,trans_5,81644.85
15595498,trans_2,-63.19
15050519,trans_4,-510.71
14723111,trans_1,1478.26
15128134,trans_3,1924.28
14652817,trans_5,102460.8
14990247,trans_5,-5469.76
14549568,trans_1,2554.11
15317018,trans_5,25404.31
15658911,trans_1,2432.54
14646761,trans_3,1380.47
15755983,trans_2,-781.25
15828917,trans_4,196.46
14618451,trans_2,22.74
15571821,trans_5,19922.4
15138375,trans_4,-152.19
15606395,trans_2,-481.86
15680975,trans_1,4565.87
15303927,trans_4,291.17
15055946,trans_1,2108.34
14943918,trans_4,-526.82
15904574,trans_3,2033.46
14995422,trans_1,4926.34
15409157,trans_3,2769.07
14601552,trans_1,4112.5
14713893,trans_2,-747.11
15175296,trans_3,1052.77
15898206,trans_4,-430.76
15734158,trans_5,-3931.5
14797281,trans_2,-858.07
14550889,trans_5,76421.32
14922227,trans_3,2361.14
15601719,trans_4,293.17
15974142,trans_4,-740.43
14931739,trans_2,-252.48
15558020,trans_4,425.97
15555499,trans_5,54145.52
15438887,trans_1,1499.65
14799977,trans_4,-146.48
14687612,trans_2,-636.93
14877243,trans_5,12335.15
14531348,trans_3,2732.41
15260095,trans_1,1382.19
15536625,trans_5,10225.35
15945178,trans_3,2614.63
14579710,trans_1,4759.43
14936032,trans_5,94249.39
15850744,trans_4,-561.2
14547242,trans_1,2248.5
15466438,trans_2,-830.62
15474904,trans_5,186325.29
15320840,trans_1,4526.74
15911205,trans_2,-128.43
14660706,trans_2,-439.52
15484592,trans_1,1448.47
14528757,trans_3,2902.55
15528002,trans_4,30.99
14590616,trans_5,65372.14
15323406,trans_1,2816.28
15267178,trans_4,-578.74
